dob,fighter_id,height,n_draw,n_loss,n_win,name,reach,sig_str_abs_pM,sig_str_def_pct,sig_str_land_pM,sig_str_land_pct,stance,sub_avg,td_avg,td_def_pct,td_land_pct,weight
"Feb 06, 1977",1e7483dbff40b84b,"5' 11""",0,6,7,Vik Grujic,"73""",3.39,0.41,2.24,0.48,Orthodox,0.4,1.18,0.26,0.33,170 lbs.
"Jun 16, 1986",feaf00f3373435d6,"5' 8""",0,3,14,Chris Gruetzemacher,"68""",5.09,0.56,7.12,0.58,Orthodox,0.0,0.0,0.62,0.0,155 lbs.
"Jan 18, 1971",36a432f22144843e,"6' 6""",1,5,11,Neil Grove,--,0.0,0.0,0.0,0.0,Orthodox,14.3,0.0,1.0,0.0,265 lbs.
"Nov 12, 1982",234f3767ff0e5701,"6' 6""",0,10,13,Kendall Grove,"79""",2.4,0.54,2.31,0.41,Orthodox,1.7,0.49,0.56,0.45,185 lbs.
"Aug 08, 1988",6741218640534d8b,"5' 9""",0,6,11,Garrett Gross,"69""",1.67,0.46,2.39,0.45,Orthodox,0.0,0.0,0.52,0.0,155 lbs.
"Oct 14, 1988",60ba33c3f555a7a3,"5' 11""",0,5,14,Josh Grispi,"74""",3.71,0.5,1.44,0.41,Orthodox,2.2,1.97,0.16,0.36,145 lbs.
--,dde70a112e053a6c,"5' 11""",0,9,7,Rodrigo Gripp de Sousa,--,4.81,0.52,0.48,0.23,Orthodox,9.6,0.0,0.0,0.0,205 lbs.
--,7fb4234670271505,"6' 6""",0,8,19,Chuck Grigsby,--,3.29,0.46,0.71,0.16,Orthodox,0.0,0.0,0.66,0.0,205 lbs.
"May 15, 1978",fdf18227faa596dd,"6' 1""",0,3,11,Chad Griggs,"73""",2.22,0.46,2.67,0.5,Orthodox,0.0,1.51,0.41,0.66,205 lbs.
"Feb 28, 1990",ebef46976554f975,"5' 10""",0,7,17,Jordan Griffin,"73""",2.71,0.52,3.15,0.46,Southpaw,1.8,0.44,0.6,0.25,145 lbs.
"Nov 29, 1985",b0d6a1d8ac3d563d,"5' 11""",0,7,15,Max Griffin,"76""",4.11,0.56,4.22,0.49,Orthodox,0.6,1.89,0.63,0.54,170 lbs.
"Apr 20, 1984",20205040232ed0f3,"5' 6""",0,6,15,Tyson Griffin,"68""",2.3,0.65,3.71,0.41,Orthodox,0.9,1.87,0.59,0.46,145 lbs.
"Mar 16, 1979",fcffee71cff5530e,"6' 3""",0,7,19,Forrest Griffin,"77""",2.81,0.61,4.38,0.36,Orthodox,0.7,1.05,0.57,0.48,205 lbs.
"Jul 29, 1981",bfc2fc38a0e20211,"5' 8""",0,5,15,Matt Grice,"70""",2.69,0.56,4.09,0.53,Orthodox,0.5,2.19,0.82,0.37,145 lbs.
"Jul 05, 1986",068f8a189a47fea6,"6' 7""",0,4,8,Maurice Greene,"80""",4.56,0.53,5.38,0.44,,0.7,0.0,0.66,0.0,258 lbs.
"Oct 11, 1989",f046d724d2a84ac5,"5' 10""",0,8,23,Desmond Green,"73""",2.51,0.69,3.7,0.46,Southpaw,0.0,1.62,0.75,0.5,155 lbs.
"Sep 09, 1986",887961364be5ceb3,"5' 10""",1,10,24,Bobby Green,"71""",3.7,0.63,4.95,0.49,Orthodox,0.3,1.12,0.74,0.29,155 lbs.
"May 03, 1967",6d12031661db8ac8,"6' 2""",1,1,3,Sam Greco,--,1.33,0.53,2.4,0.75,Orthodox,1.0,0.0,0.25,0.0,205 lbs.
"May 03, 1985",bb0d290026d7681d,"5' 4""",0,4,9,Kevin Gray,"67""",4.48,0.66,3.45,0.62,Orthodox,0.0,0.0,0.0,0.0,125 lbs.
"Oct 25, 1987",2db65fc038c0018e,"5' 9""",0,1,4,James Gray,--,18.26,0.44,2.61,0.5,Orthodox,0.0,0.0,0.0,0.0,135 lbs.
"Oct 23, 1985",642862d6d63605cd,"6' 2""",0,3,7,Shelton Graves,"76""",0.81,0.33,2.19,0.69,Southpaw,0.0,4.86,0.0,0.57,255 lbs.
"Jan 08, 1991",3f1d23b01c552a13,"5' 10""",1,0,6,Michael Graves,"71""",1.47,0.58,1.25,0.54,,0.4,4.8,0.66,0.52,170 lbs.
"Sep 28, 1991",601964f9654f911a,"5' 5""",0,5,18,Tony Gravely,--,1.22,0.66,5.95,0.59,Orthodox,2.5,3.67,0.66,0.6,135 lbs.
"Aug 09, 1993",e8b731feff72294b,"5' 5""",0,3,11,Alexa Grasso,"66""",3.61,0.63,5.25,0.41,Orthodox,0.6,0.19,0.63,0.33,115 lbs.
"Sep 14, 1984",8be158ca1e5ea6a0,"6' 1""",0,2,10,Dwight Grant,"76""",1.92,0.71,2.87,0.36,Switch,0.0,0.36,0.78,1.0,170 lbs.
"Dec 18, 1985",113df4fde64735c6,"5' 8""",0,4,11,Davey Grant,"69""",1.68,0.65,3.13,0.52,,0.0,2.64,0.64,0.47,135 lbs.
"Feb 26, 1984",a26198ba5093147e,"5' 10""",0,5,21,TJ Grant,"72""",3.21,0.56,3.95,0.54,Orthodox,0.6,1.63,0.36,0.43,155 lbs.
"Apr 13, 1992",7559395ad833c074,"5' 7""",0,0,7,Miranda Granger,"68""",3.67,0.66,4.07,0.42,Orthodox,0.0,0.0,0.0,0.0,125 lbs.
--,6e4acc2c115215b5,"6' 4""",0,1,3,Scott Graham,--,2.27,0.28,0.91,0.42,Orthodox,0.0,0.0,0.0,0.0,185 lbs.
--,3e514f437c51ce0a,"6' 1""",0,1,2,Steven Graham,--,0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,290 lbs.
"Jul 11, 1988",242d36d241b43c12,"5' 9""",0,1,5,Kron Gracie,"70""",8.13,0.53,5.15,0.41,Southpaw,0.9,0.88,0.0,0.25,145 lbs.
--,12d855d12a624da2,"6' 0""",0,0,6,Neiman Gracie,--,0.38,0.75,0.77,1.0,,5.8,5.77,0.0,1.0,170 lbs.
"Feb 04, 1980",722b870449243083,"5' 11""",0,2,4,Igor Gracie,--,0.99,0.5,1.86,0.6,,3.7,3.72,0.0,0.5,170 lbs.
"Sep 26, 1981",a6bbd3df469c6bea,"6' 4""",0,2,6,Roger Gracie,"79""",1.79,0.61,1.78,0.35,Orthodox,1.9,1.87,0.6,0.53,185 lbs.
--,079488710f012779,"5' 10""",0,1,0,Cesar Gracie,--,17.14,0.5,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,181 lbs.
"Jul 14, 1978",e4a9dbade7c7e1a7,"6' 4""",0,1,5,Rolles Gracie,--,3.38,0.55,2.3,0.32,Orthodox,0.0,2.3,0.0,0.1,242 lbs.
"Oct 04, 1985",84283233ec42be5f,"6' 2""",0,1,3,Ralek Gracie,--,1.05,0.55,1.61,0.46,Orthodox,1.7,2.5,0.0,0.75,210 lbs.
"Aug 14, 1974",0c3838c8f7c620c2,"5' 9""",0,2,5,Ryan Gracie,--,0.5,0.4,0.82,0.61,Orthodox,0.9,2.83,0.25,0.75,200 lbs.
"Dec 06, 1965",b807814d977682eb,"5' 8""",1,5,5,Royler Gracie,--,0.0,0.0,0.0,0.0,Southpaw,0.0,0.0,0.0,0.0,150 lbs.
"Apr 11, 1975",36877f0e62b25b96,"6' 0""",1,2,6,Rodrigo Gracie,--,0.86,0.46,1.34,0.51,Orthodox,0.4,1.49,0.75,0.5,183 lbs.
"Nov 20, 1958",194fc025f9355db6,"5' 10""",0,0,11,Rickson Gracie,--,0.0,0.0,0.0,0.0,Switch,0.0,0.0,0.0,0.0,185 lbs.
"Mar 11, 1967",aae0897825336b1a,"5' 10""",1,6,14,Renzo Gracie,--,1.67,0.55,1.71,0.41,Orthodox,0.8,1.13,0.4,0.2,185 lbs.
--,a9c45a8b21eabadc,"5' 9""",0,1,6,Ralph Gracie,--,1.72,0.31,0.86,0.37,Orthodox,4.0,0.0,0.25,0.0,183 lbs.
--,82d6a9ae41aac3f7,"6' 2""",1,4,5,Daniel Gracie,--,1.33,0.59,1.9,0.38,Orthodox,2.1,0.36,0.8,1.0,225 lbs.
"Jul 18, 1979",52d92050a046bc17,"5' 9""",0,2,2,Crosley Gracie,--,1.54,0.6,1.69,0.37,Orthodox,0.6,3.46,0.5,0.85,190 lbs.
"Dec 12, 1966",429e7d3725852ce9,"6' 1""",3,2,14,Royce Gracie,--,1.13,0.37,0.88,0.41,Southpaw,0.8,0.0,0.66,0.0,175 lbs.
"May 12, 1980",3f11b5d4bd76a6d9,"6' 1""",0,5,20,Damian Grabowski,"75""",7.65,0.51,4.0,0.36,Orthodox,0.0,0.0,0.0,0.0,241 lbs.
--,ae954fd497025462,--,0,5,5,Justin Governale,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,145 lbs.
--,2391a73686200c5d,--,0,1,0,Hugo Govea,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,--
"Sep 25, 1974",c44acf87e376c62b,"6' 1""",0,5,9,Todd Gouwenberg,--,2.93,0.42,0.52,0.23,Orthodox,0.0,1.57,0.5,0.33,205 lbs.
"Oct 03, 1978",af5b208e97f5d382,"6' 1""",0,8,12,Wilson Gouveia,"76""",4.06,0.56,3.02,0.39,Orthodox,2.2,0.9,0.57,0.66,185 lbs.
"Feb 27, 1987",51e86de150ee8be6,"5' 10""",0,5,12,Thibault Gouti,"72""",5.64,0.5,3.68,0.34,Orthodox,0.3,1.23,0.83,0.8,155 lbs.
"Jul 13, 1979",fb1538b46877a695,"6' 0""",0,12,23,Jonathan Goulet,"73""",2.0,0.46,1.61,0.41,Orthodox,0.6,4.17,0.45,0.7,170 lbs.
--,052ceb8976695342,"6' 3""",0,4,7,Chase Gormley,--,6.03,0.44,3.6,0.42,Orthodox,1.0,3.12,0.0,0.42,265 lbs.
"Apr 29, 1983",c10eb2f12c489f6d,"5' 5""",0,4,9,Tim Gorman,"68""",5.57,0.46,2.73,0.31,Southpaw,0.0,1.0,0.33,0.09,135 lbs.
"Aug 11, 1995",803bebcfb6d6f506,"6' 2""",0,1,7,Alex Gorgees,"74""",2.27,0.38,0.67,0.32,Switch,0.0,0.0,0.54,0.0,155 lbs.
"Jul 19, 1988",68c4ca70067bf282,"6' 1""",0,1,3,Tebaris Gordon,"78""",49.41,0.22,3.53,0.16,Orthodox,0.0,0.0,0.0,0.0,265 lbs.
"Sep 06, 1988",7026eca45f65377b,"5' 9""",0,4,15,Jared Gordon,"68""",3.9,0.58,6.26,0.54,Orthodox,0.0,2.98,0.57,0.39,155 lbs.
"Jul 22, 1983",8cad40a75e5c97f5,"6' 0""",0,4,8,Eddie Gordon,"76""",2.57,0.6,2.03,0.32,Orthodox,0.0,1.93,0.63,0.83,185 lbs.
"Mar 30, 1959",279093302a6f44b3,"6' 5""",0,2,2,Gerard Gordeau,--,0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,216 lbs.
--,7f98d9d5a10fa25c,--,0,0,0,Jordan Goodwin,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,155 lbs.
"Jan 17, 1966",fbbde91f7bc2d3c5,"6' 3""",1,22,23,Gary Goodridge,--,2.14,0.48,1.84,0.56,Orthodox,0.8,0.4,0.53,1.0,249 lbs.
"May 26, 1985",4e0692ad070976e4,"6' 0""",0,5,21,Lyman Good,"74""",3.46,0.67,5.32,0.49,Orthodox,0.0,0.38,0.75,1.0,170 lbs.
"Apr 21, 1986",1bda4867f1baceac,--,0,7,2,Kier Gooch,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,155 lbs.
"Aug 12, 1986",1ebdcb7488d0ebee,"5' 4""",0,3,6,Pearl Gonzalez,"68""",4.07,0.57,2.23,0.37,Orthodox,0.5,1.04,0.0,0.11,115 lbs.
"Feb 28, 1990",e45cfa47f504033a,"6' 2""",0,5,11,Jason Gonzalez,"74""",3.13,0.58,3.06,0.39,Southpaw,1.0,0.0,0.3,0.0,155 lbs.
"Sep 19, 1987",2ff2e6e5abea3e53,"5' 10""",0,2,10,Lewis Gonzalez,"73""",1.87,0.41,1.4,0.37,Orthodox,0.0,2.0,0.62,0.33,170 lbs.
--,69c071bc2621e8b0,"5' 10""",0,1,2,Fabian Gonzalez,--,4.39,0.51,3.9,0.48,,0.0,0.0,0.66,0.0,135 lbs.
"Mar 03, 1981",28d8638ea0a71908,"5' 6""",0,9,17,Nick Gonzalez,--,2.35,0.33,0.59,0.2,Orthodox,0.0,0.0,0.5,0.0,155 lbs.
"Sep 15, 1983",be5aab761c40ef35,"5' 9""",0,11,19,Fernando Gonzalez,"68""",4.22,0.65,4.18,0.44,Southpaw,1.5,0.6,0.43,0.25,170 lbs.
"Apr 28, 1991",94535f76f43b466a,"5' 9""",0,0,9,Justin Gonzales,"72""",0.87,0.43,6.67,0.8,Orthodox,0.0,14.0,1.0,0.73,145 lbs.
"May 18, 1979",270b89c00ef0c55c,"6' 2""",0,11,17,Gabriel Gonzaga,"76""",2.94,0.57,2.12,0.45,Orthodox,1.1,2.8,0.66,0.39,242 lbs.
"Oct 07, 1974",b2acebbef8da14ea,"5' 7""",7,16,32,Akihiro Gono,"68""",2.67,0.63,2.18,0.48,Switch,0.5,1.01,0.46,0.84,170 lbs.
"Jun 12, 1984",b4880ef2f838d4e1,"5' 3""",0,2,6,Silvana Juarez,--,0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,125 lbs.
"Sep 22, 1978",3be081c29bf734d9,"5' 7""",0,14,35,Takanori Gomi,"70""",3.52,0.6,3.81,0.41,Southpaw,0.8,1.23,0.63,0.65,155 lbs.
"Jan 28, 1995",513e84bfe65ff509,"5' 7""",0,1,4,Luis Gomez,"68""",4.03,0.55,1.57,0.33,Orthodox,0.0,4.48,0.33,0.5,145 lbs.
"Aug 29, 1989",0778f94eb5d588a5,"5' 10""",0,1,7,Joey Gomez,"71""",4.03,0.53,2.93,0.35,Orthodox,0.0,1.15,0.5,0.37,155 lbs.
"May 25, 1983",1e35aa8955794580,"5' 6""",0,4,9,Ulysses Gomez,"66""",3.57,0.68,2.72,0.25,Orthodox,0.0,0.0,0.0,0.0,125 lbs.
"Aug 08, 1983",489413d3be819647,--,0,2,1,David Gomez,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,155 lbs.
--,0a66de3a797cf73a,--,0,0,2,Alan Gomez,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,155 lbs.
"Mar 31, 1986",a0a680fe2f6cc8e6,"5' 10""",0,4,10,Frank Gomez,"67""",0.79,0.66,1.52,0.48,Orthodox,0.8,1.14,0.7,0.6,135 lbs.
"Apr 29, 1982",af1e5c64b8663aa0,"5' 6""",0,3,10,Sergio Gomez,--,1.16,0.56,1.5,0.42,Orthodox,0.0,2.57,0.31,0.66,155 lbs.
"Sep 15, 1992",ac29d508d78384c9,"6' 3""",0,3,6,Marcelo Golm,"75""",4.3,0.45,4.27,0.58,Orthodox,0.5,0.45,0.87,0.5,249 lbs.
"May 18, 1992",26e3f3928b1891d9,"5' 4""",0,1,5,Hannah Goldy,"61""",3.9,0.55,6.53,0.46,Orthodox,0.0,0.0,0.66,0.0,125 lbs.
--,e86af30738a5452a,"5' 11""",0,4,3,Jonny Goh,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,155 lbs.
"Apr 20, 1971",e62b36885ecdac27,"6' 0""",2,5,10,Allan Goes,--,1.35,0.41,0.64,0.52,Orthodox,2.6,1.75,0.0,0.4,205 lbs.
--,5ca158b1cc9cb242,"6' 2""",0,16,16,Jason Godsey,--,0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,230 lbs.
"Oct 21, 1982",bd85ca0bb4f26cfc,"5' 6""",0,3,12,Clint Godfrey,--,0.96,0.65,0.57,0.31,Southpaw,0.0,0.85,0.5,0.25,135 lbs.
"Nov 22, 1983",ad56b3f00ca38dfd,"6' 4""",0,4,13,Mark Godbeer,"77""",3.3,0.54,3.97,0.53,Orthodox,0.0,0.0,0.28,0.0,240 lbs.
"Apr 12, 1989",814ff3018127e8fc,"6' 0""",1,6,21,Rick Glenn,"70""",4.29,0.53,4.31,0.42,Southpaw,0.3,0.67,0.66,0.13,145 lbs.
"Oct 09, 1977",ed133185689088b3,--,0,6,5,Mike Glenn,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,205 lbs.
--,fda067e842b07466,"6' 0""",0,2,3,Jason Glaza,--,0.43,0.4,4.34,0.54,,4.3,4.34,0.0,1.0,230 lbs.
"Mar 06, 1985",81f1810f72df8f25,"5' 7""",0,7,14,Brandon Girtz,--,1.92,0.47,2.5,0.6,,0.0,5.76,1.0,1.0,155 lbs.
"Jan 16, 1974",4b4f6abdce986be6,"5' 8""",0,5,19,Israel Giron,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,155 lbs.
--,3e03cec9767d37e6,--,0,2,1,He-Man Gipson,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,--
"Aug 20, 1985",c1ea31a904fe08a9,"5' 8""",0,5,9,Billy Giovanella,--,2.02,0.52,1.27,0.4,,1.7,0.87,1.0,0.12,125 lbs.
--,a58114c6dd0add64,"5' 11""",0,1,0,Demetrius Gioulacos,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,185 lbs.
--,c96518b7f6881004,"6' 3""",0,6,5,Bob Gilstrap,--,0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,200 lbs.
"Mar 26, 1992",762c69860eef65d8,"5' 7""",0,1,11,Alex Gilpin,"72""",12.29,0.42,6.8,0.54,Orthodox,2.2,2.17,0.0,0.25,145 lbs.
--,10ccdcd14c3dfcf1,--,0,1,0,Krishaun Gilmore,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,--
--,91720876db0ee468,"6' 0""",0,5,14,Jason Gilliam,--,3.14,0.42,0.79,0.33,Orthodox,0.0,0.0,0.0,0.0,170 lbs.
"Nov 13, 1986",84ff027394f7e470,"5' 7""",0,1,13,Gregor Gillespie,"71""",2.14,0.6,3.58,0.49,Orthodox,0.9,7.02,0.0,0.47,155 lbs.
--,160b931119c1bf91,--,0,2,3,Jesse Gillespie,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,185 lbs.
"Mar 24, 1979",42c96a9c4802e2e1,"6' 0""",0,8,10,Kultar Gill,--,0.4,0.41,1.14,0.5,Orthodox,0.0,1.71,0.38,0.66,154 lbs.
"Aug 06, 1992",b27a1fcb56a3035a,"6' 0""",0,2,11,Trevin Giles,"74""",1.36,0.7,3.25,0.61,Orthodox,0.0,1.95,0.72,1.0,185 lbs.
"Jun 05, 1976",6bb1d2b714d4b3bc,"5' 11""",0,3,2,Joey Gilbert,--,4.44,0.31,0.61,0.42,Orthodox,0.0,0.0,0.0,0.0,155 lbs.
"Aug 13, 1993",83825fad27ab3581,"5' 11""",0,2,7,Joe Gigliotti,"69""",2.92,0.45,1.04,0.39,Orthodox,0.8,1.56,0.5,1.0,185 lbs.
"Jul 26, 1992",e7f51d9f9e9259e7,"6' 1""",0,9,17,Thomas Gifford,"75""",6.45,0.37,3.97,0.37,Orthodox,0.0,0.5,0.33,0.33,155 lbs.
--,db8b800176d26f6e,"5' 11""",0,7,12,Kenny Giddens,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,155 lbs.
"Sep 11, 1987",700a674c042b7a96,"5' 10""",0,6,12,Cody Gibson,"71""",2.54,0.63,2.47,0.31,Orthodox,0.4,1.85,0.58,0.38,135 lbs.
--,69db199087a1a792,"5' 7""",0,3,12,Lee Gibson,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,155 lbs.
"Nov 20, 1970",63eedfcc73071d41,"5' 9""",0,5,4,Lance Gibson,--,6.44,0.2,1.21,0.75,Orthodox,0.0,0.0,0.0,0.0,185 lbs.
"Jan 06, 1978",f74e037b97917027,"5' 11""",0,5,13,James Giboo,--,7.08,0.39,1.2,0.27,Orthodox,0.0,0.0,0.0,0.0,170 lbs.
--,96a221341035b701,"5' 10""",0,1,2,Nick Gibbons,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,155 lbs.
"Jul 05, 1995",946db8a378903cc3,"6' 0""",0,1,7,Joe Giannetti,"74""",2.8,0.4,1.93,0.38,Southpaw,0.0,1.0,0.0,0.16,155 lbs.
"Jan 23, 1990",de45aaae23dfa392,"5' 10""",0,8,17,Christos Giagos,"71""",2.73,0.49,3.05,0.4,Orthodox,0.4,2.74,0.5,0.42,155 lbs.
"Feb 09, 1977",cb6783c39c01d896,"5' 10""",1,7,10,Tiki Ghosn,--,2.94,0.58,2.78,0.46,Orthodox,0.0,0.41,0.61,0.5,170 lbs.
--,a24e080000fa7a35,"5' 8""",0,6,5,Darrel Gholar,--,0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,194 lbs.
"Mar 09, 1989",2db0c114414d4f06,"5' 4""",0,3,3,Karine Gevorgyan,"63""",1.8,0.76,1.2,0.2,,0.0,0.0,0.0,0.0,125 lbs.
--,42883268854b78be,"6' 0""",0,2,3,Derek Getzel,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,155 lbs.
"Nov 04, 1980",15edcf67ccf5be84,"5' 7""",1,17,24,Brian Geraghty,--,9.77,0.36,0.47,0.25,Orthodox,0.0,0.0,0.5,0.0,155 lbs.
"Sep 22, 1982",2f1700b3a4a09bc7,"6' 2""",0,2,6,Paul Georgieff,--,2.34,0.35,2.55,0.4,Orthodox,0.0,0.0,0.0,0.0,170 lbs.
"Apr 30, 1982",14e797332ea32cdb,"5' 6""",0,6,13,Chad George,"68""",1.11,0.65,1.26,0.5,Southpaw,1.3,3.08,0.0,0.46,135 lbs.
--,effd0b70e6749ab2,"5' 2""",0,2,0,Charlene Gellner,--,3.24,0.43,2.01,0.42,,1.7,0.0,0.0,0.0,125 lbs.
"Aug 28, 1984",b72a60a0cadff408,"5' 3""",0,4,6,Louis Gaudinot,"63""",6.42,0.48,2.34,0.37,Orthodox,1.1,0.57,0.31,0.4,125 lbs.
"Feb 05, 1996",a4a80dd7336ffd59,"5' 5""",2,0,6,Melissa Gatto,--,0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,135 lbs.
"Jan 21, 1987",6ded9184b2284645,"5' 8""",0,7,12,Willie Gates,"70""",4.28,0.38,1.8,0.38,Orthodox,0.4,0.0,0.67,0.0,125 lbs.
"Oct 24, 1991",8c0580d4fff106c1,"5' 9""",0,5,16,Kelvin Gastelum,"71""",3.01,0.59,3.75,0.43,Southpaw,0.1,0.8,0.62,0.35,185 lbs.
"Aug 07, 1972",e4770d5ed44a3970,"6' 1""",2,20,29,Brian Gassaway,--,3.65,0.44,0.34,0.26,Orthodox,0.0,0.0,0.42,0.0,170 lbs.
"Apr 07, 1990",a1b0715c4fd2dbd3,"5' 6""",0,3,10,Azamat Gashimov,"66""",4.75,0.53,1.24,0.21,Orthodox,0.0,1.69,0.0,0.25,125 lbs.
"Sep 16, 1983",8e5bfd4e82352340,"6' 1""",0,4,13,Pablo Garza,"73""",2.7,0.5,3.37,0.44,Orthodox,1.3,0.94,0.15,0.25,145 lbs.
"May 17, 1977",70167689d6a01793,"5' 11""",0,19,18,David Gardner,--,0.34,0.0,0.17,1.0,Orthodox,0.0,0.0,0.66,0.0,155 lbs.
"Aug 16, 1971",4f7e290e71d60f87,"6' 3""",0,0,1,Rulon Gardner,--,1.45,0.6,2.05,0.25,Orthodox,0.0,0.75,1.0,1.0,265 lbs.
"Sep 13, 1992",ac5a7400da3a9a41,"5' 5""",0,2,6,Elias Garcia,"67""",5.05,0.5,1.59,0.27,Southpaw,1.4,0.68,0.33,0.14,125 lbs.
"May 22, 1992",97cf1a2c7c5e7889,"6' 0""",0,3,9,Steve Garcia,"75""",3.66,0.37,8.89,0.55,Southpaw,0.0,0.0,1.0,0.0,135 lbs.
--,8a04d94dfcfab159,"5' 4""",0,3,8,Nick Garcia,--,3.03,0.5,0.67,0.25,,5.1,0.0,0.83,0.0,125 lbs.
"Jul 14, 1987",a2b12c3f3d60ff69,"5' 9""",0,6,15,Alex Garcia,"72""",3.03,0.59,1.81,0.31,Orthodox,0.1,3.72,0.66,0.52,170 lbs.
--,e5dc36e0aba7e9da,"5' 7""",0,5,14,Alejandro Garcia,--,1.14,0.65,1.22,0.62,,0.0,8.55,0.66,0.87,145 lbs.
"Feb 22, 1984",8d49545dadf9b919,"5' 10""",0,5,14,Edgar Garcia,"71""",4.23,0.6,3.16,0.29,Orthodox,0.6,2.21,0.5,0.57,170 lbs.
"Jul 14, 1979",917e53fa0adea0d3,"5' 10""",1,11,19,Leonard Garcia,"69""",4.79,0.52,2.77,0.24,Orthodox,0.5,0.3,0.42,0.26,145 lbs.
"Jul 07, 1991",d8c7c61b176e3994,"5' 8""",0,3,11,Cody Garbrandt,"65""",3.53,0.64,3.53,0.37,Orthodox,0.0,0.94,1.0,0.33,135 lbs.
"May 28, 1989",7bde387d50829adf,"5' 9""",0,1,13,Eduardo Garagorri,"70""",2.22,0.6,3.75,0.54,Orthodox,0.0,0.79,0.53,1.0,145 lbs.
--,6d7886b094b471ac,"6' 3""",0,1,2,Sean Gannon,--,6.38,0.28,0.0,0.0,Southpaw,0.0,0.0,0.5,0.0,265 lbs.
"Apr 12, 1990",787bb1f087ccff8a,"6' 4""",0,0,5,Ciryl Gane,"81""",2.06,0.75,5.75,0.57,Orthodox,1.6,2.37,1.0,0.75,245 lbs.
"May 07, 1968",41904fc4d3f5bffc,"5' 11""",0,6,6,Ariel Gandulla,--,2.07,0.72,1.95,0.23,Orthodox,0.0,1.88,0.0,0.66,205 lbs.
"Aug 09, 1990",0d980975001ae3d8,"6' 2""",0,0,14,Shamil Gamzatov,"76""",2.13,0.58,4.27,0.46,Orthodox,0.0,0.0,0.5,0.0,205 lbs.
"May 08, 1981",cc6f9d1e89f3449a,"5' 5""",0,11,18,Manvel Gamburyan,"67""",2.83,0.55,2.13,0.41,Orthodox,0.7,3.26,0.69,0.34,135 lbs.
"Oct 26, 1988",10559c53de0b950e,"5' 7""",0,2,9,Joey Gambino,--,2.53,0.51,2.47,0.35,Orthodox,0.8,0.0,0.42,0.0,145 lbs.
--,289a3b69b85da7cd,--,0,2,5,Lucas Gamaza,--,6.99,0.45,7.57,0.31,,0.0,0.0,0.0,0.0,170 lbs.
"Jun 23, 1981",e15d0a2519d6a0b5,"5' 7""",1,5,11,Marcos Galvao,--,3.86,0.61,1.97,0.32,Orthodox,1.1,2.27,0.88,0.28,135 lbs.
"Sep 29, 1982",45fe6765c56d8018,"5' 7""",0,2,5,Andre Galvao,--,1.56,0.58,2.34,0.52,Orthodox,2.8,2.02,0.0,0.27,168 lbs.
--,ad3fdba28a7540cf,--,0,0,0,Eric Galvan,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,155 lbs.
--,7e654edcddd71550,"5' 3""",0,2,5,Turrell Galloway,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,145 lbs.
"Sep 23, 1986",cc81c92fe2254935,"5' 10""",0,11,19,Tom Gallicchio,"73""",7.07,0.43,3.53,0.26,Southpaw,0.0,1.0,0.0,0.11,170 lbs.
--,96706c75a2b14164,"6' 5""",0,3,7,Daniel Gallemore,--,6.0,0.52,3.1,0.41,,0.0,0.0,0.0,0.0,265 lbs.
"Jan 22, 1992",9e50097a89442158,"6' 2""",0,2,6,Mickey Gall,"74""",3.22,0.43,2.22,0.43,Switch,2.7,1.5,0.44,0.38,170 lbs.
"Feb 16, 1979",8a1b4330c7957961,"6' 2""",0,6,10,Zelg Galesic,--,0.61,0.66,4.86,0.62,Orthodox,1.3,1.3,0.2,1.0,185 lbs.
